,stock_code,corp_name,sector,product
88230,005750,대림비앤코,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대"
88232,000270,기아,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비"
88233,003070,코오롱글로벌,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조"
88234,207940,삼성바이오로직스,기초 의약물질 및 생물학적 제제 제조업,바이오의약품
88235,009160,SIMPAC,1차 철강 제조업,"프레스, 합금철"
88236,023530,롯데쇼핑,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래"
88238,012450,한화에어로스페이스,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업"
88239,004990,롯데지주,기타 금융업,지주회사
88245,094820,일진파워,전기 및 통신 공사업,"열교환기,압력용기"
88271,038390,레드캡투어,여행사 및 기타 여행보조 서비스업,"여행알선, 렌터카"
88360,049180,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업"
88432,017800,현대엘리베이터,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수"
88435,035420,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고
88452,054450,텔레칩스,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩"
88497,000890,보해양조,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매"
88498,095720,웅진씽크빅,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스"
88501,354230,폭스소프트,,
88551,033130,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스
88573,214180,헥토이노베이션,기타 정보 서비스업,휴대폰부가서비스
88576,307930,컴퍼니케이,기타 금융업,중소 벤처기업 투자
88583,037270,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작"
88617,011400,아진카인텍,,
88618,425420,티에프이,전자부품 제조업,"COK, Board, Test Socket"
88619,014570,고려제약,의약품 제조업,"하벤(종합감기약),뉴로메드(치매치료제)등"
88638,290520,신도기연,특수 목적용 기계 제조업,"OLED용 후공정장비(라미네이터, 오토클레이브 등)"
88658,003380,하림지주,기타 금융업,지주사업
88699,073240,금호타이어,고무제품 제조업,"타이어,튜브 제조,도매,무역"
88720,037460,삼지전자,통신 및 방송 장비 제조업,"통신기기,정보기기,BACKLIGHTUNIT사업"
88732,144960,뉴파워프라즈마,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator)
88744,271780,비엔에프코퍼레이션,,
88748,060540,에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","교통관련장비(고정식축중기, 이동식축중기 등)"
88756,030790,비케이탑스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합소프트웨어 개발, 전자상거래"
88757,347140,케이프이에스제4호기업인수목적,,
88758,158310,참존글로벌,,
88759,034020,두산에너빌리티,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설"
88760,008930,한미사이언스,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매"
88822,168360,펨트론,특수 목적용 기계 제조업,3D 정밀측정 검사장비
88827,125210,아모그린텍,전자부품 제조업,비정질 및 나노결정립을 이용한 자성부품 및 전류센서
88831,183300,코미코,특수 목적용 기계 제조업,반도체 부품 세정 및 코팅
88874,205500,액션스퀘어,소프트웨어 개발 및 공급업,모바일게임
88877,094170,동운아나텍,반도체 제조업,아날로그 반도체
88878,011090,에넥스,가구 제조업,"씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매"
88879,094940,푸른기술,컴퓨터 및 주변장치 제조업,"금융자동화기기모듈,역무자동화기기모듈,특수단말시스템"
88880,014680,한솔케미칼,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출"
88882,001750,한양증권,금융 지원 서비스업,증권업
88906,038160,팍스넷,,
88908,021880,메이슨캐피탈,기타 금융업,리스수입
88916,002710,TCC스틸,1차 철강 제조업,"석도강판,표면처리강판 제조,판매"
88933,236810,엔비티,광고업,모바일 포인트 광고 플랫폼
88962,017480,삼현철강,1차 철강 제조업,"후판,열연후판,산세판박,무늬강판,용단철강,형강외"
89007,214430,아이쓰리시스템,전자부품 제조업,"적외선 영상센서, 엑스레이 영상센서"
89030,051500,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식"
89035,227950,엔투텍,특수 목적용 기계 제조업,반도체장비 부품 제조업
89052,215380,우정바이오,자연과학 및 공학 연구개발업,"동물실험,CRO서비스,사육장비,세척장비등"
89080,003800,에이스침대,가구 제조업,침대
89099,092300,현우산업,전자부품 제조업,인쇄회로판(PCB)
89122,120780,전우정밀,,
89124,318660,타임기술,소프트웨어 개발 및 공급업,"ILS(종합군수지원), IETM(전자식기술교범), CBT(전자식교보재), 기술번역"
89130,036840,휴코드홀딩스,,
89141,195990,에이비프로바이오,특수 목적용 기계 제조업,소형 머시닝센터
89143,010470,오리콤,광고업,광고대행
89145,214330,금호에이치티,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈
89146,009780,엠에스씨,기타 식품 제조업,식품첨가물
89147,002420,세기상사,연료 소매업,"극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대"
89155,019170,신풍제약,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매"
89180,163730,핑거,소프트웨어 개발 및 공급업,"스마트 금융 플랫폼, 핀테크 금융 솔루션"
89209,048430,유라테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","점화코일, 스파크플러그"
89213,217330,싸이토젠,자연과학 및 공학 연구개발업,CTC 기반 Liquid Biopsy 응용사업 및 플랫폼
89217,065450,빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자전시스템 장치류
89218,072950,빛샘전자,전자부품 제조업,"전광판용 LED 모듈, LED 전광판, 광접속함체"
89240,202960,판도라티비,소프트웨어 개발 및 공급업,"판도라TV, KM 플레이어"
89242,044990,에이치엔에스하이텍,전자부품 제조업,"이방성전도필름, 수정진동자"
89267,162300,신스틸,1차 철강 제조업,"컬러강판, 아연도금강판 등 강판류"
89287,403360,라피치,소프트웨어 개발 및 공급업,Conversational AI Service 제품 및 생체인증(음성) Service 제품
89300,106520,노블엠앤비,사진장비 및 광학기기 제조업,차량용 카메라렌즈 및 프로젝션광학모듈렌즈
89315,445360,비엔케이제1호스팩,금융 지원 서비스업,기업인수합병
89326,004360,세방,도로 화물 운송업,"도로운송,항만하역,창고,지게차 임대"
89369,108860,셀바스AI,소프트웨어 개발 및 공급업,인공지능 솔루션 등
89381,131760,파인텍,특수 목적용 기계 제조업,OLED 제조장비
89384,189330,씨이랩,소프트웨어 개발 및 공급업,빅데이터플랫폼
89416,060590,씨티씨바이오,의약품 제조업,"동물용항병원성제품, 생균효소제"
89417,096690,에이루트,컴퓨터 및 주변장치 제조업,"POS프린터, Mobile프린터, Label프린터"
89418,140610,엔솔바이오사이언스,자연과학 및 공학 연구개발업,"퇴행성디스크 치료제, 골관절염 치료제, 동물용 골관절염 치료제"
89419,096870,엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC"
89422,067900,와이엔텍,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조"
89423,079170,한창산업,1차 비철금속 제조업,"아연말,리튬브로마이드,산화망간,인산아연"
89424,352940,인바이오,"비료, 농약 및 살균, 살충제 제조업","살균제, 살충제, 제초제 등"
89425,083450,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller"
89426,241820,피씨엘,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스"
89427,001270,부국증권,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선"
89428,092600,앤씨앤,반도체 제조업,차량용 블랙박스 / 영상처리용 시스템반도체
89433,103840,우양,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등"
89520,002810,삼영무역,기타 전문 도매업,"화공약품, 안경렌즈"
89544,067010,이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨택센터용교환시스템,업무용교환시스템"
89558,007690,국도화학,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매"
89561,066430,와이오엠,기타 전문 도매업,"VCI,LDPE필름 외"
89568,036570,엔씨소프트,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급"
89573,318410,비비씨,그외 기타 제품 제조업,덴탈 케어용 소재(테이퍼모 등)
89581,002200,한국수출포장공업,"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매"
89613,003080,성보화학,"비료, 농약 및 살균, 살충제 제조업","완제농약(해비치과립,카스텔란),원제농약(슈퍼유나니,다이아톤) 제조,도매"
89654,389260,대명에너지,건물 건설업,신재생에너지 발전 공사 및 용역
89662,084680,이월드,귀금속 및 장신용품 제조업,"놀이시설 운영,입장료,식음료 소매,부동산 임대"
89680,328130,루닛,소프트웨어 개발 및 공급업,Lunit INSIGHT
89693,256940,케이피에스,특수 목적용 기계 제조업,OLED  마스크 인장기
89696,123420,위메이드플레이,소프트웨어 개발 및 공급업,모바일게임
89697,094860,네오리진,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션
89699,013310,아진산업,자동차 신품 부품 제조업,자동차 차체 부품
89700,002220,한일철강,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매"
89706,030530,원익홀딩스,특수 목적용 기계 제조업,가스캐비닛
89712,005250,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조"
89755,003960,사조대림,수산물 가공 및 저장 처리업,"게맛살,어육연제품,식용류,배합사료 제조"
89759,430230,하나금융24호스팩,금융 지원 서비스업,기업인수합병
89764,042520,한스바이오메드,의료용품 및 기타 의약 관련제품 제조업,"인체이식용조직(인조피부,인조뼈),의료용시술재료(가슴보형물)"
89765,187790,나노,기초 화학물질 제조업,SCR촉매
89766,010170,대한광통신,절연선 및 케이블 제조업,광섬유
89769,194510,넥스쳐,,
89772,002870,신풍,기타 전문 도매업,"마닐라판지 제조,도소매"
89787,352480,씨앤씨인터내셔널,기타 화학제품 제조업,색조 화장품
89806,220100,퓨쳐켐,의약품 제조업,"PET 방사성의약품, 자동합성장치, 합성시약 및 전구체"
89839,032540,TJ미디어,영상 및 음향기기 제조업,영상음향반주기
89874,415580,상상인제3호스팩,금융 지원 서비스업,기업인수 및 합병
89878,192650,드림텍,전자부품 제조업,"모바일 PBA, 지문인식 모듈, 전장 LED 모듈 등"
89889,000860,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매"
89895,277880,티에스아이,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)"
89900,318010,팜스빌,기타 식품 제조업,다이어트 제품 및 건강기능 관련 제품
89912,208370,셀바스헬스케어,의료용 기기 제조업,"체성분측정기, 혈압계, 점자정보단말기"
89955,256840,한국비엔씨,기초 의약물질 및 생물학적 제제 제조업,필러 등 생체재료의료물질 개발
89965,143540,영우디에스피,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비
89972,068290,삼성출판사,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대"
89973,016920,카스,기계장비 및 관련 물품 도매업,"전자저울,로드셀"
89975,079980,휴비스,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매"
89976,005160,동국산업,1차 철강 제조업,"철강무역,강판제품제조"
89979,005930,삼성전자,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품,  전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등"
89980,065510,휴비츠,의료용 기기 제조업,"자동검안기, 자동렌즈미터"
90009,234920,자이글,가정용 기기 제조업,적외선 가열 조리기
90022,170790,파이오링크,통신 및 방송 장비 제조업,"ADC(서버부하 분산장치), 보안스위치, 웹방화벽"
90046,131400,이브이첨단소재,전자부품 제조업,연성회로기판
90052,084440,유비온,소프트웨어 개발 및 공급업,학습관리시스템 등 에듀테크 플랫폼 (코스모스) 및 교육서비스
90058,115610,이미지스,반도체 제조업,"터치스크린칩, 햅틱칩"
90101,153710,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"옵티케어,메디피그 등"
90121,050760,에스폴리텍,플라스틱제품 제조업,유무선 통신용 소프트웨어
90210,004150,한솔홀딩스,기타 금융업,"지주회사,경영자문컨설팅"
90254,002780,진흥기업,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사"
90269,001790,대한제당,"곡물가공품, 전분 및 전분제품 제조업","제당,가축용 배합사료,설탕,기능성감미료(자일로올리고당),외식산 제조,도소매/부동산 임대"
90278,270870,뉴트리,기타 식품 제조업,"에버콜라겐, 지노마스터 등"
90302,347860,알체라,소프트웨어 개발 및 공급업,"얼굴인식 AI, 이상상황 감지 AI 등"
90305,215000,골프존,소프트웨어 개발 및 공급업,골프시뮬레이터
90328,114840,아이패밀리에스씨,기타 화학제품 제조업,"색조화장품 브랜드 `롬앤(Rom&nd)', IT기반 웨딩서비스 브랜드 `아이웨딩`"
90331,173130,오파스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축 및 유지보수
90339,001380,SG글로벌,자동차 신품 부품 제조업,자동차시트 및 자동차시트커버(Seat Trim Cover)
90340,092230,KPX홀딩스,기초 화학물질 제조업,지주회사
90343,001130,대한제분,"곡물가공품, 전분 및 전분제품 제조업","소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매"
90344,274090,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업",항공가공품 및 조립품
90347,191420,테고사이언스,기초 의약물질 및 생물학적 제제 제조업,피부세포치료제
90348,054930,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리
90349,012280,영화금속,자동차 신품 부품 제조업,"자동차부품,건축자재(관이음쇠) 제조,판매"
90350,045340,토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등)
90358,103160,풀무원식품,,
90396,139670,키네마스터,소프트웨어 개발 및 공급업,"NexMFW, NexPlayer EMB"
90418,065570,삼영이엔씨,통신 및 방송 장비 제조업,"GMDSS장비, GPS플로터 등"
90424,228340,동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일
90427,004140,동방,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업"
90428,241590,화승엔터프라이즈,신발 및 신발 부분품 제조업,
90433,006060,화승인더스트리,플라스틱제품 제조업,"포장용 합성수지 제조/신발,필름 판매/부동산 임대"
90468,311690,CJ 바이오사이언스,자연과학 및 공학 연구개발업,"생명정보 플랫폼, 마이크로바이옴 분석 서비스"
90487,088790,진도,기타 전문 도매업,"모피제품 제조,가공"
90538,011160,두산건설,,
90558,094850,참좋은여행,여행사 및 기타 여행보조 서비스업,여행상품
90620,090370,메타랩스,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조"
90657,120030,조선선재,기타 금속 가공제품 제조업,용접재료
90706,465770,STX그린로지스,해상 운송업,해상운송업 및 물류업
90708,066980,한성크린텍,기타 정보 서비스업,수처리설비EPC
90709,077360,덕산하이메탈,반도체 제조업,솔더볼(Solderball)
90710,213420,덕산네오룩스,전자부품 제조업,"HTL(정공수송층), HIL(정공주입층), RED HOST"
90716,373340,유진기업인수목적6호,,
90717,227420,도부마스크,기타 섬유제품 제조업,1) 마스크 도소매업 2) MB필터 생산 및 도소매업
90718,439580,블루엠텍,기타 전문 도매업,의약품 유통업
90722,013120,동원개발,건물 건설업,도급공사
90781,058730,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업"
90782,348030,모비릭스,소프트웨어 개발 및 공급업,모바일 게임 개발 및 퍼블리싱
90783,139480,이마트,종합 소매업,대형마트
90811,237880,클리오,기타 화학제품 제조업,"색조화장품, 기초화장품"
90847,454640,하나29호스팩,금융 지원 서비스업,기업인수합병
90860,030190,NICE평가정보,기타 정보 서비스업,"개인 및 기업정보, 솔루션"
90883,012600,청호ICT,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매"
90884,061970,LB세미콘,반도체 제조업,"골드범핑, 솔더범핑 등"
90910,147760,피엠티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드
90911,245620,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스
90912,434480,모니터랩,소프트웨어 개발 및 공급업,"웹방화벽,유해사이트솔루션,가시성SSL 솔루션, SASE플랫폼기반 SECaaS"
90929,085370,루트로닉,,
90930,432720,퀄리타스반도체,반도체 제조업,초고속 통신용 반도체 IP
90936,259960,크래프톤,소프트웨어 개발 및 공급업,<배틀그라운드> 등 게임 소프트웨어
90937,038290,마크로젠,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse"
90951,038530,케이바이오,생활용품 도매업,"실험용 시약, 과학기자재 등"
90979,038340,MIT,전자부품 제조업,캐패시터
90997,140290,청광건설,,
91030,397030,에이프릴바이오,자연과학 및 공학 연구개발업,항체의약품 및 재조합 단백질 의약품
91037,396300,세아메카닉스,기타 금속 가공제품 제조업,"TV스탠드, 전기 수소차 부품 등"
91084,216050,인크로스,광고업,미디어렙서비스
91087,001460,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급"
91088,445680,큐리옥스바이오시스템즈,의료용 기기 제조업,세포 전처리 자동화기기 등
91089,448710,코츠테크놀로지,컴퓨터 및 주변장치 제조업,"싱글보드컴퓨터(SBC), 군용 전시기 등"
91090,458320,KB제26호스팩,금융 지원 서비스업,기업인수목적
91091,348840,데이드림엔터테인먼트,,
91103,015590,KIB플러그에너지,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조"
91104,104200,NHN벅스,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스"
91183,089230,THE E&M,기타 정보 서비스업,인터넷 개인방송 플랫폼
91209,290270,휴네시온,소프트웨어 개발 및 공급업,망간자료전송(i-oneNet)
91212,417500,제이아이테크,기타 화학제품 제조업,반도체 프리커서 및 쿼츠/블랭크/포토마스크용 케이스
91215,323280,태성,특수 목적용 기계 제조업,기업인수 및 합병
91218,950140,잉글우드랩,기타 화학제품 제조업,화장품OEM·ODM
91229,239890,피엔에이치테크,기초 화학물질 제조업,OLED 소재
91231,412350,레이저쎌,특수 목적용 기계 제조업,"에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등"
91275,142760,비엘,자연과학 및 공학 연구개발업,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신"
91276,123700,에스제이엠,자동차 신품 부품 제조업,자동차및산업용Bellows
91284,298060,에스씨엠생명과학,의약품 제조업,세포치료제
91318,454750,하나28호스팩,금융 지원 서비스업,기업인수합병
91331,036540,SFA반도체,반도체 제조업,"반도체패키지(SOP,DIP,QFP)"
91332,018880,한온시스템,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"
91333,060280,큐렉소,기타 상품 전문 소매업,"만화단행본, 정기간행물"
91352,380540,옵티코어,마그네틱 및 광학 매체 제조업,"광트랜시버, 광다중화장치 등"
91408,043100,솔고바이오,의료용 기기 제조업,"가정용 온열치료기, 의료기구"
91409,224110,에이텍모빌리티,통신 및 방송 장비 제조업,교통카드단말기
91423,043220,티에스넥스젠,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway"
91438,472850,폰드그룹,봉제의복 제조업,"의류(언더웨어, 의복, 잡화, 코스메틱 등)"
91439,004440,삼일씨엔에스,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 강교, PC"
91451,448830,미래에셋비전스팩3호,금융 지원 서비스업,기업인수목적회사(기타금융서비스)
91515,013870,지엠비코리아,자동차 신품 부품 제조업,"VS, TIB, CVJoint 등"
91538,092730,네오팜,기타 화학제품 제조업,생체기능성(아토피)보습제
91541,378340,필에너지,특수 목적용 기계 제조업,2차전지 제조장비
91542,025560,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","PCB마운터,반도체검사장비(반도체테스트핸들러),LCD 검사장비,리드프레임매가진 제조,도매,무역"
91543,078520,에이블씨엔씨,기타 화학제품 제조업,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래"
91544,239610,에이치엘사이언스,기타 식품 제조업,건강기능식품 등
91545,043150,바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등"
91546,130660,한전산업,"건축기술, 엔지니어링 및 관련 기술 서비스업","발전설비 운전·정비, 전기검침"
91547,225190,삼양옵틱스,사진장비 및 광학기기 제조업,디지털 카메라용 교환렌즈
91548,226320,잇츠한불,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등"
91549,457940,SK증권제10호스팩,금융 지원 서비스업,기업인수합병
91567,043610,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털 음악 서비스 및 음원유통
91596,451700,엔에이치스팩29호,금융 지원 서비스업,금융 지원 서비스업
91597,455250,KB제25호스팩,금융 지원 서비스업,기업인수합병
91611,049470,SGA,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매"
91612,289010,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업",아이스크림홈런
91613,221800,유투바이오,기타 과학기술 서비스업,"체외진단검사서비스, 의료IT솔루션"
91614,240600,유진테크놀로지,기타 금속 가공제품 제조업,이차전지 정밀금형 외
91621,282330,BGF리테일,종합 소매업,체인화 편의점
91622,230980,비유테크놀러지,소프트웨어 개발 및 공급업,VR기반 교육훈련용솔루션
91623,405350,아이비케이에스제17호기업인수목적,,
91624,021040,대호특수강,1차 철강 제조업,냉간압조용선재
91625,069920,아이에스이커머스,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스"
91628,017860,DS단석,기타 화학제품 제조업,바이오에너지
91629,016790,카나리아바이오,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료"
91630,469880,하나30호스팩,금융 지원 서비스업,기업인수합병
91631,467930,IBKS제23호스팩,금융 지원 서비스업,기업인수 및 합병
91632,058450,엔터파트너즈,플라스틱제품 제조업,"컴퓨터, 복사기 등의 부품"
91633,377630,삼성기업인수목적4호,,
91634,104480,티케이케미칼,화학섬유 제조업,"수지, 폴리에스터, 스판덱스"
91635,200130,콜마비앤에이치,기초 의약물질 및 생물학적 제제 제조업,건강기능식품
91636,227100,에이치앤비디자인,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",스마트 액세서리(보조배터리 등)
91667,000010,신한은행,,
91714,041650,상신브레이크,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대"
91776,007460,에이프로젠,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대"
91777,031860,에스유홀딩스,상품 종합 도매업,FLC
91778,105330,케이엔더블유,자동차 신품 부품 제조업,"Blanket, DOF, 보호필름"
91780,217730,강스템바이오텍,기초 의약물질 및 생물학적 제제 제조업,줄기세포치료제
91818,308080,바이젠셀,자연과학 및 공학 연구개발업,"면역세포치료제 (면역항암제, 면역조절치료제 등)"
91829,440200,케이비제23호기업인수목적,,
91830,188260,세니젠,그외 기타 제품 제조업,"Genelix, Genext, Geneka 등"
91831,464680,KB제27호스팩,금융 지원 서비스업,기업인수합병
91832,290560,신시웨이,소프트웨어 개발 및 공급업,DB보안솔루션 등
91841,088280,쏘닉스,반도체 제조업,RF필터 파운드리
91862,017680,데코앤에프,,
91863,353070,에이치엠씨아이비제4호기업인수목적,,
91877,102210,트레스,,
91980,092040,아미코젠,기타 식품 제조업,제약용 특수효소 및 효소기반 바이오신소재
91981,246960,이노테라피,의료용품 및 기타 의약 관련제품 제조업,"의료용지혈제, 밀폐제 및 접착제"
91987,442900,미래에셋드림스팩1호,금융 지원 서비스업,기업인수합병
91988,003570,SNT다이내믹스,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조"
91989,010640,진양폴리우레탄,플라스틱제품 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매"
91991,047050,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조"
91992,298050,효성첨단소재,화학섬유 제조업,PET타이어코드
92012,086450,동국제약,의약품 제조업,"인사돌, 복합마데카솔, 파미레이"
92016,448900,한국피아이엠,자동차 신품 부품 제조업,정밀 금속가공 부품
92023,010950,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매"
92024,010100,한국무브넥스,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조"
92025,175250,아이큐어,의약품 제조업,"플라스타, 의약 및 의약외품 패취등, 마스크팩, 화장품 기초라인"
92074,250060,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",핵융합 제어솔루션 및 스마트팩토리 통합솔루션
92085,377220,프롬바이오,기타 식품 제조업,개별인정형 건강기능식품
92088,253840,수젠텍,의료용품 및 기타 의약 관련제품 제조업,체외진단 기기 및 시약
92089,388220,하나금융19호기업인수목적,,
92090,271830,팸텍,특수 목적용 기계 제조업,"카메라모듈 검사장비, 반도체 검사장비"
92092,005950,이수화학,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매"
92098,053080,케이엔솔,일반 목적용 기계 제조업,클린룸 설비
92103,010240,흥국,특수 목적용 기계 제조업,굴삭기 Roller 및 형단조품
92114,007680,대원,건물 건설업,아파트 시행 및 시공
92116,067990,도이치모터스,자동차 판매업,수입자동차
92120,007340,DN오토모티브,일차전지 및 축전지 제조업,자동차용 밧데리
92121,054090,삼진엘앤디,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU"
92122,044380,주연테크,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발"
92123,382800,지앤비에스 에코,특수 목적용 기계 제조업,"스크러버, 트랩, 백연제거장치 등"
92124,271850,다이오진,,
92196,290670,대보마그네틱,기타 전기장비 제조업,"전자석탈철기, 자력선별기"
92203,099440,스맥,특수 목적용 기계 제조업,공작기계 및 산업용로봇제조
92220,008270,산은캐피탈,,
92225,262260,에이프로,기타 전기장비 제조업,"2차전지 장비 등(일반충방전기, 고온가압 충방전기 등)"
92235,450140,코오롱모빌리티그룹,자동차 판매업,수입자동차 유통 및 정비업
